Date,High,Low,Mid,Last,Bid,Ask,Volume
2018-08-18,5778.0,5502.89248625,5590.7,5592.4,5590.6,5590.8,940.65953971
2018-08-17,5765.7,5504.0,5730.95,5729.38455319,5730.5,5731.4,2158.55944227
2018-08-16,5694.3,5476.90000566,5528.35,5529.06798375,5528.1,5528.6,2768.95986553
2018-08-15,5865.1,5383.31068135,5632.1,5636.66532334,5632.0,5632.2,4004.33739372
2018-08-14,5507.20158552,5135.29723581,5427.15,5427.18846527,5427.1,5427.2,3800.79544983
2018-08-13,5746.4,5386.3,5483.0,5483.05656437,5482.9,5483.1,3115.75275756
2018-08-11,5689.0,5259.9,5595.8,5595.8,5595.7,5595.9,2577.55694991
2018-08-10,5720.0,5266.7,5351.35,5348.91605002,5351.3,5351.4,3303.72114046
2018-08-09,5749.99997978,5334.0,5730.7,5737.0,5730.6,5730.8,2080.74315675
2018-08-08,5807.5,5277.68478214,5398.6,5402.7,5398.5,5398.7,3278.00916078
2018-08-07,6161.60000116,5757.6,5816.15,5816.19325469,5816.1,5816.2,1967.5578834
2018-08-06,6182.7,5924.79999341,5945.5,5942.3,5945.0,5946.0,1130.81641672
2018-08-05,6118.18514757,5948.61928014,6081.35,6081.9,6081.1,6081.6,802.14974904
2018-08-04,6467.29997841,5983.06774302,6052.35,6046.35276381,6052.3,6052.4,1567.20298239
2018-08-03,6535.00000177,6284.74055209,6420.8,6420.79633156,6420.7,6420.9,1920.75599837
2018-08-02,6613.3524351,6417.0,6520.1,6520.13250201,6520.0,6520.2,1858.19774692
2018-08-01,6672.0,6381.39841358,6494.0,6504.1,6493.9,6494.1,1588.86711399
2018-07-31,6999.1,6549.99999422,6594.4,6595.7,6594.3,6594.5,2845.82909745
2018-07-30,7120.6,6711.7,6990.7,6991.41344697,6990.6,6990.8,2138.31595142
2018-07-29,7131.5999985,6959.05533604,7025.6,7025.60766926,7025.5,7025.7,339.22421572
2018-07-28,7094.03157691,6912.02771854,7032.1,7032.16227852,7032.0,7032.2,585.54101943
2018-07-27,7109.5,6712.39997842,7079.4,7072.49316651,7079.3,7079.5,1614.13855222
2018-07-26,7132.5,6808.47651633,6827.15,6826.0,6826.0,6828.3,1846.60041666
2018-07-25,7273.90002168,6901.0,7056.4,7050.3,7056.3,7056.5,2860.46886638
2018-07-24,7138.6,6574.8,7122.9,7122.82185323,7122.8,7123.0,3515.26434589
2018-07-23,6678.3,6284.3,6616.65,6614.4,6616.5,6616.8,5555.60708244
2018-07-22,6454.3,6248.9,6318.85,6318.9,6318.8,6318.9,538.46667815
2018-07-21,6356.56847,6154.48719135,6324.0,6317.61817715,6323.9,6324.1,498.94536003
2018-07-20,6563.00710133,6198.89222981,6268.65,6257.70120588,6268.6,6268.7,2164.23484896
2018-07-19,6489.4,6248.49997587,6427.95,6417.68584187,6427.9,6428.0,1630.80530554
2018-07-18,6512.10267969,6222.9,6311.4,6317.0,6311.3,6311.5,2401.97305862
2018-07-17,6401.3,5683.5,6254.6,6254.0,6254.0,6255.2,3003.03103947
2018-07-16,5728.84595076,5415.0,5689.4,5689.4,5689.3,5689.5,2322.52173501
2018-07-15,5465.10510883,5333.6,5440.7,5444.44638353,5440.6,5440.8,896.0404556
2018-07-14,5406.69971359,5286.9,5346.95,5346.89998417,5346.9,5347.0,682.03793717
2018-07-13,5428.7,5212.8,5308.6,5305.75024189,5308.5,5308.7,1582.2096163
2018-07-12,5461.0,5248.24272034,5272.3,5276.13619319,5272.2,5272.4,1327.71699664
2018-07-11,5463.1,5334.2,5459.6,5461.0,5459.5,5459.7,1354.96465918
2018-07-10,5703.0587552,5402.92572045,5420.65,5426.27497826,5420.6,5420.7,2066.08599222
2018-07-09,5801.78765838,5665.3,5698.8,5698.77433604,5698.7,5698.9,1321.80308971
2018-07-08,5818.52695481,5612.9215212,5744.55,5747.64876944,5744.5,5744.6,3192.9387675
2018-07-07,5641.28587729,5545.80002041,5637.6,5633.3,5637.5,5637.7,1182.3067635
2018-07-06,5665.1,5506.7298942,5601.7,5598.6,5601.6,5601.8,1238.42779204
2018-07-05,5744.2972581,5498.4,5590.4,5588.5038185,5590.3,5590.5,2084.07849259
2018-07-04,5824.6062384,5495.3,5727.6,5731.03308,5727.5,5727.7,2554.61329004
2018-07-03,5735.9,5563.8,5583.7,5581.9,5583.6,5583.8,1305.84612128
2018-07-02,5752.6,5386.8312794,5696.2,5695.2515179,5696.1,5696.3,1760.17795138
2018-07-01,5511.8,5355.0,5450.1,5454.6,5450.0,5450.2,619.57229341
2018-06-30,5592.6,5299.8,5421.3,5421.4650116,5421.2,5421.4,894.31537847
2018-06-29,5390.7,4958.2,5329.6,5334.0,5329.5,5329.7,2673.1277848
2018-06-28,5353.3,5092.2,5122.7,5122.7,5122.6,5122.8,1249.3698521
2018-06-27,5333.6,5156.7,5308.2,5306.8099263,5308.1,5308.3,1305.87784995
2018-06-26,5375.5,5237.8954005,5287.6,5287.6,5287.5,5287.7,1093.98933765
2018-06-25,5423.7,5192.3,5329.0,5335.4710431,5328.9,5329.1,1650.02785114
2018-06-24,5357.2,4940.0,5276.05,5275.3150011,5276.0,5276.1,1355.32389102
2018-06-23,5369.0,5158.6,5306.25,5309.465716,5306.2,5306.3,717.83393824
2018-06-22,5804.5,5075.6,5197.9,5197.920516,5197.8,5198.0,3306.07947136
2018-06-21,5883.547068,5760.3249152,5798.7,5804.5,5798.6,5798.8,1119.74000728
2018-06-20,5887.0,5664.8922792,5808.3,5808.3,5808.2,5808.4,1518.25312845
2018-06-19,5917.6052,5738.2,5806.7,5806.5664848,5806.5,5806.9,1373.93096006
2018-06-18,5900.0,5496.7,5771.2,5771.09898,5771.1,5771.3,1808.2764322
2018-06-17,5663.9,5537.2,5588.45,5570.8,5588.4,5588.5,492.08985129
2018-06-16,5649.8,5432.8,5626.4,5625.6,5626.3,5626.5,610.18308483
2018-06-15,5796.8,5520.0,5552.0,5551.958872,5551.9,5552.1,1726.99813426
2018-06-14,5804.2,5314.1,5689.2,5693.18022,5689.1,5689.3,2412.61677969
2018-06-13,5628.5468217,5181.3,5357.9,5357.830619,5357.8,5358.0,2883.97715507
2018-06-12,5856.0,5477.6,5556.15,5556.3342968,5556.1,5556.2,1790.73349905
2018-06-11,5778.8427411,5612.5961955,5747.05,5747.0,5747.0,5747.1,1384.44530825
2018-06-10,6469.5,5621.06186,5688.15,5688.3,5688.1,5688.2,2353.71824432
2018-06-09,6527.8,6431.9,6442.5,6439.3186368,6442.4,6442.6,348.25185853
2018-06-08,6521.0810555,6418.7568037,6494.1,6489.4,6494.0,6494.2,819.72631369
2018-06-07,6576.539912,6459.2145849,6481.2,6483.0388714,6481.1,6481.3,949.49720634
2018-06-06,6562.537302,6366.3,6493.55,6488.6,6493.5,6493.6,1680.05468296
2018-06-05,6545.2,6306.1,6500.7,6500.11014,6500.6,6500.8,1682.48568927
2018-06-04,6643.1,6367.1,6416.25,6418.2244302,6416.2,6416.3,1456.68878989
2018-06-03,6667.0,6514.8361204,6598.6,6599.4036612,6598.5,6598.7,800.64043379
2018-06-02,6598.7,6381.8,6529.45,6531.2,6529.4,6529.5,845.69557581
2018-06-01,6503.6,6267.9,6438.5,6440.0879316,6438.4,6438.6,1840.89100894
2018-05-31,6506.278998,6286.4,6353.7,6346.3677585,6353.6,6353.8,1529.99555026
2018-05-30,6550.0,6237.7,6299.9,6299.968722,6299.8,6300.0,1292.11413125
2018-05-29,6528.7459692,6058.63808,6438.55,6438.5874,6438.5,6438.6,1685.21579206
2018-05-28,6342.2,6072.9,6092.0,6090.0,6091.4,6092.6,1303.2555126
2018-05-27,6363.3,6186.0,6266.4,6274.0,6266.3,6266.5,579.0543807
2018-05-26,6534.6,6260.2,6281.0,6284.1,6280.9,6281.1,295.13883674
2018-05-25,6531.4033589,6242.2,6313.9,6311.1,6312.7,6315.1,1185.07024155
2018-05-24,6598.2,6182.59422,6449.6,6446.4,6449.5,6449.7,2000.54205225
2018-05-23,6811.5,6323.1,6473.1,6470.8,6473.0,6473.2,2146.12777194
2018-05-22,7136.1,6769.4,6774.75,6775.4,6774.7,6774.8,1233.45685496
2018-05-21,7367.0,7059.5,7094.7,7094.6495394,7094.6,7094.8,953.60087135
2018-05-20,7294.0,6944.0,7218.25,7218.28656,7218.2,7218.3,702.43763382
2018-05-19,7171.9,6915.9,6970.75,6970.8,6970.7,6970.8,561.51173252
2018-05-18,7027.1,6724.0,6973.2,6973.7,6973.1,6973.3,1152.99629964
2018-05-17,7164.3,6765.4,6846.9,6843.5,6846.8,6847.0,1433.7916681
2018-05-16,7179.7,6850.0,7013.5,7019.5,7013.4,7013.6,1790.94935973
2018-05-15,7421.9,7113.1355118,7140.75,7131.7,7139.7,7141.8,1241.57659431
2018-05-14,7438.8,6917.2,7271.95,7245.8067448,7271.6,7272.3,1335.44029513
2018-05-13,7332.3,6961.7,7296.85,7280.1774,7296.8,7296.9,715.61858171
2018-05-12,7222.2,6866.3,7082.4,7093.0,7081.1,7083.7,1137.82535085
2018-05-11,7631.3,6976.5,7047.85,7059.6,7047.3,7048.4,2405.61735719
2018-05-10,7908.1749302,7583.1,7634.15,7634.1,7634.1,7634.2,953.37588304
2018-05-09,7903.23894,7573.71404,7869.4,7869.4,7869.3,7869.5,636.9828144
2018-05-08,7940.0,7619.0,7781.55,7781.7,7781.5,7781.6,937.21267789
2018-05-07,8089.6303114,7709.754181,7787.85,7788.8662905,7787.8,7787.9,1272.22850296
2018-05-06,8326.8710856,7901.0,8058.15,8061.5,8058.1,8058.2,2004.64011301
2018-05-05,8348.5993896,8095.1303664,8235.2,8238.4,8235.1,8235.3,2059.54800213
2018-05-04,8229.0,7963.6238,8144.1,8144.0190504,8144.0,8144.2,1695.48724828
2018-05-03,8155.09645,7640.9,8064.6,8062.1,8063.4,8065.8,1575.60746508
2018-05-02,7750.5,7474.1,7728.3,7729.93338,7728.2,7728.4,906.46941678
2018-05-01,7653.8785,7330.4,7551.5,7551.7,7551.4,7551.6,1076.51575876
2018-04-30,7787.71665,7510.3,7596.75,7594.5,7596.6,7596.9,901.69239113
2018-04-29,7877.7,7568.759328,7762.75,7754.4,7762.5,7763.0,1262.57807646
2018-04-28,7828.38,7220.0,7692.75,7687.798776,7692.4,7693.1,2950.73531559
2018-04-27,7763.7,7358.7,7465.8,7466.3,7465.7,7465.9,1308.95514629
2018-04-26,7578.2,7108.0,7570.85,7570.897728,7570.8,7570.9,2792.81221276
2018-04-25,7983.4,7215.6,7416.6,7422.9,7416.5,7416.7,4429.29825357
2018-04-24,7841.4,7295.6,7819.35,7818.0,7819.3,7819.4,2868.14536321
2018-04-23,7357.2,7124.0,7312.3,7311.22109,7312.2,7312.4,1199.63309182
2018-04-22,7358.9,7152.7836416,7189.0,7191.1143892,7188.9,7189.1,1861.28716777
2018-04-21,7377.0,7013.3,7162.95,7172.5,7162.9,7163.0,1820.85026308
2018-04-20,7250.1,6659.2,7249.5,7250.9,7248.8,7250.2,2928.77936044
2018-04-19,6719.61748,6494.0,6699.7,6699.7,6699.6,6699.8,1244.81449053
2018-04-18,6644.9,6333.5,6589.15,6589.0,6589.1,6589.2,2059.74908666
2018-04-17,6597.0,6324.3,6376.55,6376.6,6376.5,6376.6,2008.22441047
2018-04-16,6819.2,6375.0,6465.7,6465.0,6465.6,6465.8,2577.96847361
2018-04-15,6853.6507542,6449.0,6758.3,6756.0,6758.2,6758.4,2409.69477199
2018-04-14,6632.0,6340.4,6534.3,6527.78811,6534.2,6534.4,1279.33067893
2018-04-13,6684.2,6279.9,6371.9,6373.0,6371.8,6372.0,2956.04936353
2018-04-12,6544.4,5467.334436,6343.6,6343.5946483,6343.5,6343.7,5518.44054889
2018-04-11,5666.0,5487.8,5592.35,5601.0,5592.3,5592.4,1307.12240161
2018-04-10,5580.0,5394.8,5490.6,5501.5,5490.5,5490.7,1914.27702561
2018-04-09,5852.9,5365.0,5435.75,5436.0,5435.7,5435.8,3806.82041477
2018-04-08,5801.5,5584.1,5733.6,5732.8,5733.5,5733.7,830.19063356
2018-04-07,5763.6,5308.9,5653.4,5650.9,5653.3,5653.5,2231.77718816
2018-04-06,5603.495476,5308.9,5366.95,5366.5,5366.8,5367.1,2417.42388772
2018-04-05,5656.2,5344.0,5537.9,5539.5,5537.8,5538.0,2241.33763212
2018-04-04,6065.2,5431.0,5487.85,5491.7,5487.6,5488.1,2494.84618211
2018-04-03,6121.8,5697.2,6024.0,6024.0,6023.9,6024.1,2813.5471484
2018-04-02,5778.3,5493.0,5710.5,5709.7,5710.4,5710.6,2119.93124146
2018-04-01,5705.1,5213.1,5516.25,5514.7,5516.2,5516.3,2941.97756174
2018-03-31,5858.500844,5477.0,5633.1,5634.9335728,5633.0,5633.2,3214.06984446
2018-03-30,5895.2301646,5300.0,5495.5,5492.648742,5495.4,5495.6,6798.61078738
2018-03-29,6474.1,5596.1,5865.5,5876.0,5865.4,5865.6,6806.81891213
2018-03-28,6550.0,6203.3287734,6463.5,6473.0,6463.4,6463.6,1778.61208929
2018-03-27,6642.0,6197.5,6390.1,6395.0,6389.4,6390.8,3245.12552489
2018-03-26,6882.0,6293.0,6571.15,6566.6,6567.4,6574.9,2886.33875311
2018-03-25,7019.3,6771.0,6862.5,6849.2,6862.2,6862.8,1305.85197689
2018-03-24,7321.812,6925.4,6982.0,6983.6,6981.9,6982.1,1945.53328296
2018-03-23,7122.0,6700.0,7005.8,7013.405952,7005.3,7006.3,1229.37064929
2018-03-22,7356.8,6863.0,7055.8,7056.1590918,7055.5,7056.1,2666.66952053
2018-03-21,7465.0,7136.7,7182.2,7202.5,7182.1,7182.3,1904.29938094
2018-03-20,7367.7492102,6728.2,7293.8,7291.0,7293.7,7293.9,2656.56376338
2018-03-19,7068.0,6583.1,6886.7,6869.0461182,6886.6,6886.8,2968.23790957
2018-03-18,6752.8,5891.5,6629.1,6630.75864,6628.1,6630.1,4081.84312064
2018-03-17,6921.0,6287.3,6498.7,6502.69392,6498.6,6498.8,1907.64465418
2018-03-16,7008.0,6425.0,6899.2,6905.0,6897.1,6901.3,2084.33711198
2018-03-15,6826.0,6194.1693,6715.95,6720.6699665,6714.9,6717.0,2777.44595999
2018-03-14,7615.8881592,6400.0,6609.0,6608.9,6608.7,6609.3,3914.86790974
2018-03-13,7686.3,7137.7,7378.1,7377.65415,7378.0,7378.2,3719.14390467
2018-03-12,8033.5,7107.0196957,7377.7,7367.0,7376.8,7378.6,3360.533335
2018-03-11,7895.3,6847.753316,7701.7,7710.3,7701.6,7701.8,3633.40176998
2018-03-10,7720.0,7053.7,7155.45,7174.0960028,7155.4,7155.5,3044.95923563
2018-03-09,7658.1,6780.0664,7557.2,7580.0,7556.8,7557.6,4588.06633106
2018-03-08,8150.0,7337.7,7591.45,7591.5,7591.4,7591.5,2704.49016706
2018-03-07,8774.8,7582.0,7955.75,7965.8731362,7955.3,7956.2,4505.80864698
2018-03-06,9364.1,8515.0,8607.15,8605.0,8606.7,8607.6,2279.66776429
2018-03-05,9488.8,9258.0,9356.75,9369.6,9355.9,9357.6,780.74028384
2018-03-04,9369.868965,8970.1,9369.45,9369.868965,9369.0,9369.9,1037.39513435
2018-03-03,9355.4,8939.3,9301.55,9285.707376,9301.1,9302.0,1448.86881638
2018-03-02,9110.0,8748.0,8943.15,8943.0,8943.0,8943.3,1490.28552991
2018-03-01,9035.8,8374.7,8914.65,8914.9,8914.2,8915.1,1617.56977693
2018-02-28,9047.0,8412.7,8440.3,8439.2,8439.8,8440.8,3028.97585931
2018-02-27,8846.6,8207.102748,8715.15,8714.8,8714.7,8715.6,2426.8844266
2018-02-26,8471.4,7588.1,8363.85,8363.9,8363.6,8364.1,2256.20334685
2018-02-25,8000.9,7547.0,7759.1,7756.0,7758.3,7759.9,1287.0017508
2018-02-24,8537.5,7607.401024,7872.8,7868.8,7872.3,7873.3,2480.96788251
2018-02-23,8447.9,7775.323245,8299.75,8294.4,8299.3,8300.2,2375.86064288
2018-02-22,8887.5,7895.2927,7983.75,7988.0,7976.4,7991.1,3059.10259655
2018-02-21,9105.8,8300.0,8528.35,8526.3,8527.9,8528.8,4020.651157
2018-02-20,9550.0,8974.0,9053.85,9050.3,9053.4,9054.3,3747.83524481
2018-02-19,9073.1,8296.9,8993.95,9000.81951,8993.5,8994.4,2763.43603236
2018-02-18,9060.7,8153.1,8409.55,8403.2,8407.9,8411.2,3369.7812703
2018-02-17,8926.6,8098.9,8869.55,8884.411524,8869.1,8870.0,2093.15236454
2018-02-16,8238.4,7738.0,8188.95,8189.0,8188.5,8189.4,1589.11619308
2018-02-15,8144.11566,7500.0,8100.55,8096.132428,8100.1,8101.0,3484.03258721
2018-02-14,7614.1195768,6881.4,7602.6,7606.8,7601.1,7604.1,2713.74853157
2018-02-13,7278.0,6745.6,6912.7,6911.1786624,6911.5,6913.9,1831.63133633
2018-02-12,7318.7006802,6528.0,7225.35,7250.0,7223.6,7227.1,4295.51712018
2018-02-11,6992.4,6405.662304,6584.75,6586.0,6583.6,6585.9,3152.80217625
2018-02-10,7401.881088,6652.7,6990.7,6990.665472,6990.6,6990.8,4376.69052112
2018-02-09,7157.3,6302.03955,7098.3,7081.0,7098.2,7098.4,3896.21667303
2018-02-08,7074.8,6147.0,6718.55,6721.341444,6718.2,6718.9,4205.49516456
2018-02-07,6877.1,5792.0,6252.0,6252.0,6251.4,6252.6,7107.93696371
2018-02-06,6359.6,4840.812,6243.8,6250.05774,6243.7,6243.9,15150.50008231
2018-02-05,6720.0,5364.6,5577.0,5574.9516,5576.9,5577.1,9155.12290454
2018-02-04,7551.1,6276.903978,6627.35,6628.0,6627.2,6627.5,4253.48107888
2018-02-03,7624.0,6569.0,7356.7,7364.7,7352.6,7360.8,3706.48829548
2018-02-02,7404.24945,6377.0,7101.15,7098.0,7098.3,7104.0,5709.03236614
2018-02-01,8321.0,7144.744159,7414.2,7409.4462,7413.8,7414.6,4737.14930956
2018-01-31,8342.471493,7858.571339,8205.25,8216.0,8204.8,8205.7,2260.91297248
2018-01-30,9083.92947,7961.472796,8122.65,8123.0,8122.2,8123.1,3834.58950688
2018-01-29,9629.0,8931.8,9059.55,9046.0,9059.1,9060.0,1827.54676288
2018-01-28,9801.0,9160.8,9540.05,9541.251951,9539.6,9540.5,2049.8504442
2018-01-27,9403.0,8700.0,9151.25,9153.0,9147.2,9155.3,2181.49509618
2018-01-26,9408.6,8250.0,8954.55,8948.497992,8954.1,8955.0,3436.16841205
2018-01-25,9420.9,8683.0,9026.95,9009.6,9026.6,9027.3,2725.66077571
2018-01-24,9290.0,8078.1426,8812.8,8814.0,8808.3,8817.3,4364.82573657
2018-01-23,9721.0,8165.3,8798.05,8787.0125,8797.6,8798.5,4575.72933408
2018-01-22,10390.929236,8978.0,9398.75,9398.329062,9398.3,9399.2,3660.43098287
2018-01-21,10640.0,9342.760908,10408.5,10409.734128,10408.0,10409.0,2285.46738243
2018-01-20,9703.5,8695.8,9384.05,9372.0,9383.6,9384.5,3815.69164329
2018-01-19,9705.93831164,8623.4,8981.95,8980.5,8981.5,8982.4,8863.75468897
2018-01-18,9390.656835,7549.1066342,9122.4,9118.0,9121.1,9123.7,12143.84771516
2018-01-17,11099.0,8104.082,9025.35,9028.0,9022.7,9028.0,10035.79351282
2018-01-16,11684.0,10906.0,11077.5,11094.872,11076.0,11079.0,2418.04342264
2018-01-15,11771.0,10548.0,11107.0,11106.0,11106.0,11108.0,1415.52617258
2018-01-14,11945.45232,11336.90906,11625.0,11627.562368,11624.0,11626.0,1170.62262231
2018-01-13,11624.09012,10580.679508,11373.5,11339.379872,11370.0,11377.0,2942.41389945
2018-01-12,12521.0,10572.510861,10998.5,11001.777556,10995.0,11002.0,5511.08130229
2018-01-11,12461.508701,11150.0,12471.0,12461.508701,12470.0,12472.0,3171.99451838
2018-01-10,12824.0,11841.0,12114.0,12122.1282,12112.0,12116.0,3455.91588939
2018-01-09,13549.0,11483.0,12458.0,12465.0,12457.0,12459.0,4910.76860601
2018-01-08,14248.0,13064.0,13441.0,13442.0,13440.0,13442.0,1963.09163137
2018-01-07,14337.10208,13507.0,14273.5,14278.0,14273.0,14274.0,1869.09608124
2018-01-06,14214.0,12200.0,14043.0,14044.576,14041.0,14045.0,3834.38562093
2018-01-05,12842.0,11698.0,12559.5,12559.777533,12559.0,12560.0,3679.15106958
2018-01-04,12809.0,12057.573034,12594.0,12611.93038,12593.0,12595.0,2859.23247918
2018-01-03,12861.8535,10651.0,12207.5,12207.0,12205.0,12210.0,3692.93846384
2018-01-02,11581.0,10663.0,11143.0,11149.0,11135.0,11151.0,2034.15445441
2018-01-01,11812.0,10136.44168,11480.0,11467.0,11470.0,11490.0,2730.97880243
2017-12-31,12001.0,9707.2,10306.0,10303.855384,10305.0,10307.0,7149.3278418
2017-12-30,12651.0,11550.0,11925.5,11920.0,11923.0,11928.0,3441.88658494
2017-12-29,12990.0,11021.0,12004.5,12018.0,11997.0,12012.0,7592.92333585
2017-12-28,13876.0,12158.645395,12929.0,12929.711487,12928.0,12930.0,5455.19811104
2017-12-27,13526.0,11405.0,13219.0,13202.0,13218.0,13220.0,4555.67719628
2017-12-26,12018.13692,10691.0,11472.0,11471.6062,11470.0,11474.0,3845.92930678
2017-12-25,11833.0,9781.0,11402.0,11423.0,11400.0,11404.0,7408.96648936
2017-12-24,12644.0,10561.563808,11817.0,11805.142208,11808.0,11826.0,5162.24057234
2017-12-23,13352.0,9027.2992,11096.0,11105.365888,11095.0,11097.0,16701.83959208
2017-12-22,14600.0,12471.0,13197.5,13182.2348,13190.0,13205.0,5107.6936153
2017-12-21,14941.0,13059.908015,13830.0,13834.0,13824.0,13836.0,7016.85400827
2017-12-20,16101.0,13846.5036,14624.0,14630.0,14623.0,14625.0,4877.03486659
2017-12-19,16255.659678,15323.0,16054.0,16075.2092,16053.0,16055.0,2689.85952628
2017-12-18,16925.0,15850.0,16133.0,16083.0,16132.0,16134.0,2994.18648373
2017-12-17,16633.471392,14518.0,16345.5,16317.786008,16345.0,16346.0,2661.86337306
2017-12-16,15343.665155,13883.0,14923.5,14950.0,14917.0,14930.0,3408.53694084
2017-12-15,14372.586504,13400.0,13910.0,13906.928427,13909.0,13911.0,1812.88031642
2017-12-14,14718.0,13284.0,13678.5,13671.215054,13672.0,13685.0,2833.49722157
2017-12-12,14799.43225,12705.0,14232.5,14234.0,14231.0,14234.0,8386.69864594
2017-12-11,13373.0,10816.0,12707.5,12693.0,12702.0,12713.0,8316.90050817
2017-12-10,13839.0,11061.0,12468.5,12471.337116,12465.0,12472.0,6290.85983293
2017-12-09,14531.058726,11709.0,13442.0,13442.0,13439.0,13445.0,6164.25489091
2017-12-08,14092.36608,11133.962322,14087.0,14062.724685,14080.0,14094.0,10449.19631317
2017-12-07,11522.0,9800.225273,11440.5,11441.64602,11439.0,11442.0,4273.95303484
2017-12-06,10074.0,9600.0,9800.2,9800.225273,9799.3,9801.1,1905.5802862
2017-12-05,9768.0,9033.1,9768.25,9768.0,9767.8,9768.7,2370.58214303
2017-12-04,9984.5,8608.7,9400.45,9390.8,9400.0,9400.9,5291.25308123
2017-12-03,9410.0,8940.0,9147.25,9161.13049578,9146.8,9147.7,1975.52518215
2017-12-02,9209.0,7889.4,9127.1,9130.8,9125.8,9128.4,3329.33274529
2017-12-01,8894.8,7445.7,8337.3,8337.22594629,8337.2,8337.4,7314.431073
2017-11-30,9647.3,7596.79899772,8243.85,8268.6,8241.0,8246.7,8856.52092417
2017-11-29,8409.0,8050.0,8332.4,8319.13670164,8331.6,8333.2,1584.06970134
2017-11-28,8212.5,7763.4,8151.15,8158.31541442,8151.1,8151.2,2298.99920134
2017-11-27,7973.7,7357.14479357,7820.65,7827.9,7819.7,7821.6,1552.85623921
2017-11-25,7110.0,6721.66463294,6881.2,6880.24613832,6880.3,6882.1,559.96434474
2017-11-24,7040.0,6797.32969213,6801.7,6797.7,6800.3,6803.1,237.94768004
2017-11-23,7076.96013645,6884.03722257,7012.7,7014.0,7012.6,7012.8,481.29489311
2017-11-22,7122.9,6697.8,6884.85,6906.2,6884.8,6884.9,314.13929017
